"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
1217352513762877,100064644191880,"ISB International School Bangkok","𝗡𝗮𝘃𝗶𝗴𝗮𝘁𝗶𝗻𝗴 𝗨𝗦 𝗛𝗶𝗴𝗵𝗲𝗿 𝗘𝗱: 𝗔𝗻 𝗜𝗦𝗕 𝗙𝗮𝗺𝗶𝗹𝘆 𝗙𝗼𝗿𝘂𝗺 𝘄𝗶𝘁𝗵 𝗘𝗱𝘂𝗰𝗮𝘁𝗶𝗼𝗻 𝗟𝗲𝗮𝗱𝗲𝗿𝘀
𝗗𝗮𝘁𝗲: 27 August, 2025. 6:00-7:15 pm.
𝗟𝗼𝗰𝗮𝘁𝗶𝗼𝗻: ISB Theatre
𝗗𝗲𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻: Understand the landscape of international admission from the perspective of 7 experts in admission. Let us know what questions you have about selective US admission for Deans and Directors. Let us know your questions in advance via link below.

https://docs.google.com/forms/d/e/1FAIpQLSezphoDW3o8XOFMIgreUP94oVjXLFNbMPVmUG8ITAvx-gzLbw/viewform",,0,"08/25/2025 00:51",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0RFNTdAi13ZegUbk3L8cbQFKcwjhxua9ZZevw7Ud25L7abeY8Wf3zPWDiNsd2ARusl,0,0,Photos,,,,,Lifetime,6378,3376,48,38,5,5,130,83,28,19,,,,,,,
1218149753683153,100064644191880,"ISB International School Bangkok","𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗥𝘂𝗻 𝗦𝗲𝗿𝗶𝗲𝘀 #𝟭 – 𝗪𝗵𝗮𝘁 𝗮 𝗺𝗼𝗿𝗻𝗶𝗻𝗴!

On August 23, Panthers and community members came together to kick off the weekend with a 3km and 5km run around Nichada.

It was wonderful to see students, parents, staff, and neighbors all moving together and sharing the spirit of community. A huge thank you to everyone who joined and made the first Panther Run of the year such a success.

The next Panther Run is on September 6th. See you there!

#ISBPantherRun #ISBCommunity #ISBThailand #ISB #ISBAthletic",,0,"08/25/2025 22:49",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0F1VBNJ6gQvJxj2FNxkjrYqguwRTqrPqpBRRCeno8nHjqiUBcLUCmBrk1kVXfUMLWl,0,0,Photos,,,,,Lifetime,10930,4724,187,166,12,9,2131,1430,701,,,,,,,,
1218152127016249,100064644191880,"ISB International School Bangkok","𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗥𝘂𝗻 𝗦𝗲𝗿𝗶𝗲𝘀 #𝟭 – 𝗪𝗵𝗮𝘁 𝗮 𝗺𝗼𝗿𝗻𝗶𝗻𝗴!

On August 23, Panthers and community members came together to kick off the weekend with a 3km and 5km run around Nichada.

It was wonderful to see students, parents, staff, and neighbors all moving together and sharing the spirit of community. A huge thank you to everyone who joined and made the first Panther Run of the year such a success.

The next Panther Run is on September 6th. See you there!

#ISBPantherRun #ISBCommunity #ISBThailand #ISB #isbathletics","𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗥𝘂𝗻 𝗦𝗲𝗿𝗶𝗲𝘀 #𝟭 – 𝗪𝗵𝗮𝘁 𝗮 𝗺𝗼𝗿𝗻𝗶𝗻𝗴!

On August 23, Panthers and community members came together to kick off the weekend with a 3km and 5km run around Nichada.

It was wonderful to see students, parents, staff, and neighbors all moving together and sharing the spirit of community. A huge thank you to everyone who joined and made the first Panther Run of the year such a success.

The next Panther Run is on September 6th. See you there!

#ISBPantherRun #ISBCommunity #ISBThailand #ISB #isbathletics",37,"08/25/2025 22:53",mixed,https://www.facebook.com/reel/2069019193627168/,1,0,Videos,,,,,Lifetime,5181,3345,101,93,1,7,42,42,,,,34978.118,8.261,0,0,0,
1220114173486711,100064644191880,"ISB International School Bangkok","Last Friday, all Grade 9 students took part in Community Day facilitated by JUMP! Each advisory group spent the day building connections, setting the tone for High School, and beginning their four-year journey together with their advisor.

#ISB #ISBThailand #ISBHighSchool",,0,"08/28/2025 01:22",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0d8vVDaTtw7MgT6Wf9kPvSwkJ3VP8wcY8DQLuEyJXXJ2iyFHxUBYXEV4uCuUmdr7il,0,0,Photos,,,,,Lifetime,7867,4003,72,67,1,4,941,596,345,,,,,,,,
1220915526739909,100064644191880,"ISB International School Bangkok","Our Middle School Club Fair on Aug. 22 was a huge success. Students explored arts, athletics, service, and leadership opportunities and found new passions along the way. 

#MSClubFair #ISBCommunity #ISBThailand #ISB #ISBMiddleSchool",,0,"08/28/2025 21:31",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0WTmpcMZwheMK3qVor8dSzERAL2qNXBaXnYJZpJF2pLYV6n7jaL58GQTRoMi8xKonl,0,0,Photos,,,,,Lifetime,8847,4283,73,66,1,6,1043,614,429,,,,,,,,
1223398756491586,100064644191880,"ISB International School Bangkok","An inspiring evening at ISB! Our community had the chance to hear directly from leading voices in US higher education. Thank you to our distinguished panel and everyone who joined us!

#ISB #ISBThailand #ISB_UC",,0,"09/01/2025 01:00",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0B6mMo5zMSEr5eUWkwts8KLcSr8ebhKiwjEriLv3Ks15kUEFhmMDm6bWh6anwt44wl,0,0,Photos,,,,,Lifetime,8530,4267,76,72,1,3,1032,576,456,,1,,,,,,
1225904902907638,100064644191880,"ISB International School Bangkok","An incredible start by ISBs very own Kevin Xia. Kevin shot a 2 under in his round in his first professional golf tournament at the Bangkok open. Day One highlight was definitely 4 birdies in row. Fingers crossed for another great round tomorrow!

#ISB #ISBThailand #PantherPrides #ISBSpotlightSeries #isbgolf",,0,"09/04/2025 03:59",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0FsqDQVPgYoLB51GF6gfr5GtD34Lo6sGCwZdZx8jy5xR5pvziMXYZHBvcxdLEUqGkl,0,0,Photos,,,,,Lifetime,6332,3391,98,96,2,0,333,116,217,,1,,,,,,
1230769909087804,100064644191880,"ISB International School Bangkok","The ISB Gallery is hosting its first exhibition of the 2025–26 school year, Bangkok International ART NOW, on display through September 26. The show features a range of contemporary works by local artists, including guest artist Popkapi, who also worked directly with ISB students during their visit.

The exhibition is open Monday through Friday during school hours. Visitors can learn more about each piece and acquisition details from the artists’ statements displayed in the gallery.

#isb #isbthailand #ArtNow",,0,"09/10/2025 04:36",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02xsmj8A6FSG2Tqd2vdnvAP4oGrEjtwaMQAVZAKf95fcGUaUZGWMEfQaTkn6JeETSMl,0,0,Photos,,,,,Lifetime,6863,3376,83,78,1,4,653,366,287,,,,,,,,
1231498795681582,100064644191880,"ISB International School Bangkok","MS Wai Kru Assembly 2025
On September 5, 2025, MS students and teachers gathered in the ISB Theatre for the Wai Kru Assembly, a cherished Thai tradition that honors teachers with gratitude and respect. The program featured the King’s Anthem, student MCs, the traditional teacher worship chant, floral garland presentations to new faculty, administrators, counselors, and instructional assistants, as well as student-created media expressing gratitude and a performance by the MS Choir.

This cultural assembly also encouraged students to be ready to learn for the new academic year, highlighting ISB values of Responsibility and Commitment. Teachers shared tips for success, while the program also brought plenty of energy and fun. Students enjoyed a lively hand-clap brain break and Ready to Learn: House Charades, where each House teamed up with their teachers on stage to act and guess words—building teamwork, integrity, and school spirit. The program closed with Principal Mr. Harter’s inspiring words on gratitude and the joy of learning.

The Wai Kru Assembly was a wonderful success, celebrating Thai culture, ISB values, and the strong bond between students and teachers. Well done, Middle School!",,0,"09/11/2025 01:42",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02uPJ9QQp6EzfpmudokM2beEZ2pF4auSA7VWNvdoqt2FsQnAWRiuxxhNeS5jWnKp2Cl,0,0,Photos,,,,,Lifetime,6962,3122,95,91,0,4,1124,720,404,,,,,,,,
1236823071815821,100064644191880,"ISB International School Bangkok","ISB HeadTalk #1","What really drives teenagers to thrive?
That’s the question we’re starting with as ISB launches HeadTalk—a new series of conversations exploring the big questions shaping our children’s future.
Our first Fireside Chat: What Sparks Them: The Science of Motivating Young People.
Read Dr Sascha Heckmann’s blog: Unlocking Their Potential 
https://www.isb.ac.th/community/headtalk/head-talk/~board/headtalk/post/unlocking-their-potential-navigating-the-adolescent-brain-to-create-motivation-and-meaning

𝗝𝗼𝗶𝗻 𝘂𝘀 𝗹𝗶𝘃𝗲: 𝟱𝗽𝗺-𝟲𝗽𝗺 𝗦𝗲𝗽𝘁𝗲𝗺𝗯𝗲𝗿 𝟮𝟰, 𝟮𝟬𝟮𝟱 𝗮𝘁 𝗠𝗣𝗕 𝟭,𝟮,𝟯 

Visit ISB HeadTalk for more information and RSVP here. www.isb.ac.th/community/headtalk

#ISBHeadTalk #ConversationsThatMatter #ISBcommunity",46,"09/17/2025 04:34",auto,https://www.facebook.com/reel/755838643941367/,0,0,Videos,,,,,Lifetime,4452,3076,77,71,0,6,158,136,,22,,31089.255,8.588,0,0,0,
1237592965072165,100064644191880,"ISB International School Bangkok","𝘽𝙖𝙘𝙠 𝙩𝙤 𝙎𝙘𝙝𝙤𝙤𝙡 𝙉𝙞𝙜𝙝𝙩
Across all three schools, parents had the chance to step into their children’s world — meeting teachers, exploring classrooms, and experiencing a glimpse of the exciting learning journey ahead. A big thank you to our teachers for opening their doors, and to our families for joining us in building strong partnerships for the year ahead.

#ISB #isbthailand",,0,"09/18/2025 01:32",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0uYucZU8RNJnV5s84GR2rcYzyMphFZVhzn3H14VKvuWWY2E2nFWS2qWJ2UBFum5bKl,0,0,Photos,,,,,Lifetime,6051,2863,60,57,0,3,529,196,333,,1,,,,,,
1237602571737871,100064644191880,"ISB International School Bangkok","Applications for the 2026/27 school year are now open! 🎉
Our Admissions Team is here to support you every step of the way. Connect with us today! 
#isb #isbthailand #isbadmissions","Applications for the 2026/27 school year are now open! 🎉
Our Admissions Team is here to support you every step of the way. Connect with us today! 
#isb #isbthailand #isbadmissions",22,"09/18/2025 01:49",mixed,https://www.facebook.com/reel/1798028704177001/,1,0,Videos,,,,,Lifetime,8127,4460,151,141,7,3,207,207,,,,61043.869,10.327,0,0,0,
1243205051177623,100064644191880,"ISB International School Bangkok","The new ISB Theater came alive on September 13 as we hosted the Bangkok International Choir Festival concert. Over 100 choir students from nine international schools — Bangkok Patana, Grace, ICS Nonthaburi, ISB, Jakarta Intercultural, Ruamrudee, Shrewsbury, Taipei American, and Thai-Chinese International — joined voices in harmony under the direction of Ms. Dinah Helgeson, former ISB Choir Director (1999–2010).

It was an unforgettable afternoon celebrating music, community, and collaboration. Thank you to everyone who joined us to support these talented young musicians.

#ISB #ISBTHAILAND",,0,"09/24/2025 01:56",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0cQSWjyWfdmm59twNzf31EG66JmFXiuJ8wECyDijrc4Y6bkHs8Vpm7MQUBdQG59tEl,0,0,Photos,,,,,Lifetime,8271,3867,164,147,9,8,646,288,358,,,,,,,,
1244109941087134,100064644191880,"ISB International School Bangkok","International School Bangkok is proud to host the New Talent Festival in Thailand for the very first time, taking place 23–25 October 2025.

This inaugural edition will bring together young musicians and music lovers for three unforgettable days featuring:

International Competition

One-on-one Masterclasses

Interactive Workshops

Award Ceremony

Gala Concert

Registration is now open. Don’t miss your chance to be part of this milestone event.
Deadline: 10 October 2025 at 23:59 (Bangkok time)
Apply now :  https://thailand.newtalentfestival.com
Learn more : 
https://www.isb.ac.th/community/stories/news-details/~board/blogs-stories/post/new-talent-festival-and-international-school-bangkok-isbpartner-to-launch-festivals-first-asian-branch

#isb #isbthailand #NewTalentFestival #newtalentfestivalcompetition","International School Bangkok is proud to host the New Talent Festival in Thailand for the very first time, taking place 23–25 October 2025.

This inaugural edition will bring together young musicians and music lovers for three unforgettable days featuring:

International Competition

One-on-one Masterclasses

Interactive Workshops

Award Ceremony

Gala Concert

Registration is now open. Don’t miss your chance to be part of this milestone event.
Deadline: 10 October 2025 at 23:59 (Bangkok time)
Apply now :  https://thailand.newtalentfestival.com
Learn more : 
https://www.isb.ac.th/community/stories/news-details/~board/blogs-stories/post/new-talent-festival-and-international-school-bangkok-isbpartner-to-launch-festivals-first-asian-branch

#isb #isbthailand #NewTalentFestival #newtalentfestivalcompetition",84,"09/25/2025 02:45",N/A,https://www.facebook.com/reel/1854777892143060/,0,0,Videos,,,,,Lifetime,6247,4053,219,210,5,4,276,221,,55,,59696.424,11.816,0,0,0,
1244915921006536,100064644191880,"ISB International School Bangkok","From ISB classrooms to the global stage, Gavin Luengnaruemitchai’s journey is an inspiring example of how passion and preparation lead to success. This year, he earned a Gold Medal at the International Economics Olympiad 2025 and helped Team Thailand place number 10 out of 52 international teams.

Read more about how the AP Program at ISB shaped Gavin’s path in our latest blog article.
Watch his full interview on YouTube to hear his story in his own words.

#ISB #ISBTHAILAND #ISBSpotlightSeries 

",,0,"09/26/2025 00:38",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0jy2c5tXZy7YviKMbPRY4qhGMZdLJHPhUnnietHzfw6jRD3NBSHLUviNpM9yEMttkl,0,0,Links,,,,,Lifetime,9057,5685,96,91,2,3,195,75,,120,1,,,,,,
1246989934132468,100064644191880,"ISB International School Bangkok","ISB Spirit Week Season 1 - Sep.29 -Oct 3

Monday: Pajama Day (All) 
Tuesday: Character Day (HS & ES) / Silly Hair (MS) 
Wednesday: Jersey Day (All)
Thursday: Decades Day (HS)/ House Shirt Day (MS) / Class Colors (ES)
Friday: Black & Gold Day 
#isb #isbthailand #isbcommunity #isbathletics","ISB Spirit Week Season 1 - Sep.29 -Oct 3

Monday: Pajama Day (All) 
Tuesday: Character Day (HS & ES) / Silly Hair (MS) 
Wednesday: Jersey Day (All)
Thursday: Decades Day (HS)/ House Shirt Day (MS) / Class Colors (ES)
Friday: Black & Gold Day 
#isb #isbthailand #isbcommunity #isbathletics",28,"09/28/2025 06:16",N/A,https://www.facebook.com/reel/778417081569880/,1,0,Videos,,,,,Lifetime,2749,2009,34,32,0,2,26,26,,,,12312.481,5.407,0,0,0,
1250615530436575,100064644191880,"ISB International School Bangkok","“You can do something by yourself without your parents telling you.” – ISB student
At ISB, we believe students thrive in an environment of high trust and high support.
In our latest HeadTalk, students, parents, teachers, and counselors came together to share how teens find motivation. What stood out most was the importance of ownership, acceptance, trust, and care — the principles that shape the Mentor Mindset.
This 90-second recap shows how trust builds confidence, support fosters courage, and together we help every student flourish.
Watch the recap here.
#ISBHeadTalk #InternationalSchoolBangkok #HighTrustHighSupport #MentorMindset #ParentingTeens #LearningForLife","“You can do something by yourself without your parents telling you.” – ISB student
At ISB, we believe students thrive in an environment of high trust and high support.
In our latest HeadTalk, students, parents, teachers, and counselors came together to share how teens find motivation. What stood out most was the importance of ownership, acceptance, trust, and care — the principles that shape the Mentor Mindset.
This 90-second recap shows how trust builds confidence, support fosters courage, and together we help every student flourish.
Watch the recap here.
#ISBHeadTalk #InternationalSchoolBangkok #HighTrustHighSupport #MentorMindset #ParentingTeens #LearningForLife",89,"10/02/2025 02:04",N/A,https://www.facebook.com/reel/728943870199585/,0,0,Videos,,,,,Lifetime,5516,3745,156,140,6,10,177,177,,,,62742.233,13.777,0,0,0,
1251490467015748,100064644191880,"ISB International School Bangkok","Kick off Senior treat Class of 2026
“ Sawasdee Treat”

This year we begin with welcoming all seniors with “Sawasdee” treat as a good start until the end
of high school before changing to the new journey.

#ISB #ISBThailand #isb26",,0,"10/02/2025 23:56",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0bEx1bxj3k4N6Qow5JW2nPQYUZDKJNoQH2HPooHqQmah9hctroa1RNPkR256s9rGMl,0,0,Photos,,,,,Lifetime,10951,5124,147,139,1,7,2527,1740,787,,1,,,,,,
1253416353489826,100064644191880,"ISB International School Bangkok","From spontaneous improv scenes to outrageous characters, our middle schoolers brought Theatre Sports to life! What a creative and hilarious way to end September.

 #ISB #ISBThailand #ISBMiddleSchool",,0,"10/05/2025 00:26",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0XS8HaAekaV8M95wnHGwdpFXLeWPAeq4iNvPNGNKeDQXpEqbuJtgGHjf3XjRudtzTl,0,0,Photos,,,,,Lifetime,6006,2875,82,78,2,2,574,288,286,,,,,,,,
1254534363378025,100064644191880,"ISB International School Bangkok","ISB Spirit Week Season 1","Let this reel sum up our ISB Spirit Night Season 1. It was fantastic! #isbthailand #ISB #isbathletics",73,"10/06/2025 04:41",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/videos/1316174136580259/,0,0,Videos,,,,,Lifetime,4622,2963,154,148,0,6,165,165,,,,56881.384,14.558,0,0,0,
1255165376648257,100064644191880,"ISB International School Bangkok","From creative dress-up days to exciting games under the lights, our ISB community showed amazing energy all week long. Spirit Week and Spirit Night were full of fun, teamwork, and true Panther spirit! 

#ISBSpirit #GoPanthers #ISB #ISBThailand #ISBAthletic",,0,"10/06/2025 20:27",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0LGQCiugLahWybREWuy3vZcAoBHkQfGdVbhvTmsxQjt62UXY8yjjDQYprLZGhg5Kgl,0,0,Photos,,,,,Lifetime,7491,3678,107,103,0,4,1728,1262,466,,,,,,,,
1256392159858912,100064644191880,"ISB International School Bangkok","Don’t Miss Out – Get Your Tickets Now!
ISB High School Musical presents Little Shop of Horrors, live on stage October 9–11 in the ISB Theater.

Follow Seymour Krelborn, a struggling florist who discovers a mysterious man-eating plant that brings fame and fortune—but at a terrifying cost. This sci-fi horror comedy is filled with catchy songs, dark humor, and unforgettable performances.

Buy your tickets now at the Panther Den.

#ISBTheater #LittleShopOfHorrors #ISBArts #ISBPanthers",,0,"10/08/2025 02:53",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid07nLaATRfL5sisD9hc77pBu8hyDRZqH9JhLLFF2LrEthcqcBkiVv78mE1bCFKZggRl,0,0,Photos,,,,,Lifetime,3772,1972,34,31,0,3,129,32,97,,,,,,,,
1257239633107498,100064644191880,"ISB International School Bangkok","This week’s ISB MUN Showcase Debate tackled a timely and thought-provoking topic: the threat of bioterrorism amidst the rising accessibility of genome editing. The quality of speeches was outstanding — both in delivery and in depth of content.

Delegates, impeccably turned out in formal wear, carried themselves with the poise and professionalism of true diplomats.

In his Chair’s Report preceding the debate, ISB MUN Secretary General, Charlie Doherty, urged delegates to engage deeply with the issue, reminding them that “it is only by fostering collaboration between the scientific community, academia, individuals, public and private stakeholders, and the international community that we can come closer to utilizing the double-edged sword of biotechnology primarily for the benefit of humanity.”

The debate certainly embodied this spirit of collaboration — showcasing critical thinking, eloquence, and a shared commitment to ensuring biotechnology serves the progress, not the peril, of humankind.

#ISB #ISBThailand #ISBMUN #ISBHighSchool",,0,"10/08/2025 23:02",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02m8X5Bv48GUdUTdCdVpxBcngFvCU4pK3DW9uBx6e4n4bpkeaksVB8e9KDEiGAaRrVl,0,0,Photos,,,,,Lifetime,5508,2753,63,60,0,3,534,282,252,,1,,,,,,
1258161503015311,100064644191880,"ISB International School Bangkok","On October 6–7, ISB hosted Parent–Teacher and Parent–Student–Teacher Conferences across all divisions.
These conversations gave families and teachers dedicated time to celebrate progress, discuss goals, and strengthen the partnership between home and school — ensuring every student feels supported and challenged on their learning journey.

#isbthailand #ISB",,0,"10/09/2025 20:37",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0F5XX6ZPEvRTkJEM3GWoKiLr4gYuoGSsrGFU4Cn5D8JFpffgZK1KzqcrkmhggPNLrl,0,0,Photos,,,,,Lifetime,7284,3391,60,57,0,3,1350,821,529,,1,,,,,,
1261974659300662,100064644191880,"ISB International School Bangkok","ISB students recently represented our school at the NIST International School Model United Nations (NIST-MUN) conference in Bangkok. Delegates engaged in spirited debate and in-depth research across four committees, tackling a wide range of global issues. ISB had an exceptionally successful conference, earning several awards and commendations, while students gained valuable experience and confidence in preparation for hosting our own upcoming MUN events.

#ISB #isbthailand #ISBMIDDLESCHOOL #ISBMUN",,0,"10/13/2025 22:10",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0j7fZ4HPSM1WGRAaDgmA8VgXM6FTvwcm3NUboLxK3JqPB4VpVBnEzgYfYYrrKJi4Yl,0,0,Photos,,,,,Lifetime,8292,3880,137,123,7,7,1009,525,484,,,,,,,,
1263198159178312,100064644191880,"ISB International School Bangkok","We couldn't be prouder to feature Grade 5's Dorian Wong in our latest ISB Spotlight Series! 

Dorian recently earned a spot on the Thai national team, representing his country in the Little League World Series qualifiers. His story of dedication, family support, and the ""mental toughness"" he learned from his ISB coaches is truly inspiring.

Watch the video to hear his incredible story! Congratulations to Dorian on this fantastic achievement!

#ISBSpotlight #GoPanthers #ISB #ISBThailand","We couldn't be prouder to feature Grade 5's Dorian Wong in our latest ISB Spotlight Series! 

Dorian recently earned a spot on the Thai national team, representing his country in the Little League World Series qualifiers. His story of dedication, family support, and the ""mental toughness"" he learned from his ISB coaches is truly inspiring.

Watch the video to hear his incredible story! Congratulations to Dorian on this fantastic achievement!

#ISBSpotlight #GoPanthers #ISB #ISBThailand",163,"10/14/2025 22:14",uploaded,https://www.facebook.com/reel/1425639441867702/,0,0,Videos,,,,,Lifetime,5965,3920,256,215,33,8,373,373,,,,81543.169,16.771,0,0,0,
1264125022418959,100064644191880,"ISB International School Bangkok","Proud Hangeul, Happy Chuseok! 🇰🇷✨
We celebrated Korean Day in honor of Hangeul Day and Korean Thanksgiving-Chuseok. We(KPC) introduced traditional Korean holiday foods and made personalized Hangeul name keychains.
It was a wonderful opportunity to share Korean culture, traditions, and the spirit of togetherness. Thank you to everyone who joined and made this day so special. 

#ISBCommunity",,0,"10/15/2025 20:30",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0akE6VRbDk5RtWmR2oL1qffn6fAYKdDTVnWboti7zdgCW58exK2ta5Q9WfJtEmtvyl,0,0,Photos,,,,,Lifetime,7177,3504,91,87,0,4,1171,686,485,,,,,,,,
1265003352331126,100064644191880,"ISB International School Bangkok","Well done to the HS Musical cast and crew of Little Shop of Horrors.
It was an incredible show filled with talent, energy, and creativity.
Thank you to everyone who came to support and watch the performance.

#ISBTheater #ISBArts #LittleShopOfHorrors #ISBCommunity",,0,"10/16/2025 20:30",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02tRVQE5nMggczQLMdmvHuUEbTDzoSc2WYh4orFU756cGsMKPq5TdrgNZw19yYra5zl,0,0,Photos,,,,,Lifetime,7618,3654,175,147,21,7,783,428,355,,,,,,,,
1267699205394874,100064644191880,"ISB International School Bangkok","Grade 5 students joined the High School ASL Club to celebrate the International Day of Sign Language, learning simple phrases and discovering how communication connects us all.

Read more on our blog.

https://www.isb.ac.th/community/community-highlights/community-highlights-single/~board/community-highlights/post/grade-5-students-celebrate-international-day-of-sign-language-with-the-high-school-asl-club

#ISBCommunity #ISBElementary #InclusionAtISB",,0,"10/19/2025 20:30",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0zvGQNWWyzMSqoA7KCqCk6pMsqeM38pKjMS5zXijs7v3861xGa29GLwXp35kEXAwPl,0,0,Photos,,,,,Lifetime,5210,2749,59,56,0,3,362,161,196,5,,,,,,,1
1268611298636998,100064644191880,"ISB International School Bangkok","For years, the Tri-M Induction Ceremony has been a special tradition celebrating the heart of ISB’s music community.
This year’s ceremony, held on Wednesday, September 17, once again brought together our talented student musicians as we welcomed new members and recognized returning ones for their passion, leadership, and service.
Enjoy a look back at last year’s beautiful celebration captured by our school photographer.

#ISB #ISBTHAILAND",,0,"10/20/2025 20:30",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02eF8xGkzKDpCbnLFrkEEpTAyCAurqCGgdqxrL4kntDMHFtcrT27aetU8KP1AxbJCZl,0,0,Photos,,,,,Lifetime,5987,2967,77,68,0,9,720,475,245,,,,,,,,
1269655355199259,100064644191880,"ISB International School Bangkok","Our HS IB, AP, and Drawing & Painting students had the incredible opportunity to learn from Dan Christian, Dean of ÀNI Art Academies Thailand — an artist whose passion for realism and expressive storytelling inspires creativity at every level.
#ISB #ISBART #ISBTHAILAND",,0,"10/21/2025 20:30",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0a58TSsPuPGtW1CWpsiox8SKNTB51ND2jF1NmUrU95US84tRrkn67gJEQbpAWH3GFl,0,0,Photos,,,,,Lifetime,5698,2908,55,51,0,4,323,136,187,,1,,,,,,
1272502768247851,100064644191880,"ISB International School Bangkok","In Loving Memory of Her Majesty Queen Sirikit, The Queen Mother (1932–2025)

Forever in our hearts.

International School Bangkok (ISB) joins the people of Thailand in mourning the passing of Her Majesty Queen Sirikit, The Queen Mother.  Her grace, love, and devotion to the nation will forever be remembered with heartfelt sorrow and deepest respect.",,0,"10/24/2025 21:58",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02ZRfmg8d3XMW87ogTSUgiZNKJn24WujQEveYdMnRDEGmUiFPbTetGLrpiQAgNRCyNl,0,0,Photos,,,,,Lifetime,14648,8949,286,260,13,13,371,315,56,,1,,,,,,
1272520171579444,100064644191880,"ISB International School Bangkok","ISB International School Bangkok updated their profile picture.",,0,"10/24/2025 22:26",N/A,https://www.facebook.com/photo.php?fbid=1272520171579444&set=a.635722361925898&type=3,0,0,Photos,,,,,Lifetime,6064,3329,96,95,1,0,402,385,16,1,,,,,,,
1272522001579261,100064644191880,"ISB International School Bangkok","ISB International School Bangkok updated their cover photo.",,0,"10/24/2025 22:29",N/A,https://www.facebook.com/photo.php?fbid=1272522001579261&set=a.635722351925899&type=3,0,0,Photos,,,,,Lifetime,32,20,9,9,0,0,0,,,,,,,,,,
1281025027395625,100064644191880,"ISB International School Bangkok","Families explored future pathways at our Thailand University Fair, meeting representatives from over 35 faculties across 10 leading universities. An inspiring day of learning, connection, and discovery as students and parents gained valuable insights into academic programs and application processes across Thailand.

#ISB #ISBTHAILAND #InternationalSchoolBangkok",,0,"11/02/2025 22:55",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid02fHCkpE6Mpfpr7EPfLdgCoHhu8nJQ991ydB1QVkRNsYbngoYhtDwdfCcBXPS9iWSRl,0,0,Photos,,,,,Lifetime,8217,4259,92,90,0,2,1320,773,547,,,,,,,,
1281855570645904,100064644191880,"ISB International School Bangkok","Thank you to everyone who joined us for Liminal Space, our Fall Dance Showcase. It was a beautiful evening of creativity and transformation as our dancers explored the power of being in between — capturing growth, courage, and the beauty of change through movement and expression.

#ISB #ISBTHAILAND #ISBDANCE",,0,"11/03/2025 21:57",N/A,https://www.facebook.com/ISBInternationalSchoolBangkok/posts/pfbid0unn4BCyoGeTVC7eHWF8PYo8jgAgpEa57YvEQtMJLrCxMztiqu1YHcn2CaqzryFoVl,0,0,Photos,,,,,Lifetime,8156,3789,309,240,64,5,1330,935,395,,,,,,,,
